ano;sigla_uf;rede;diretoria;id_municipio;prop_aprovados_anos_inciais_ef;prop_reprovados_anos_iniciais_ef;prop_abandono_anos_iniciais_ef;prop_aprovados_anos_finais_ef;prop_reprovados_anos_finais_ef;prop_abandono_anos_finais_ef;prop_aprovados_em;prop_reprovados_em;prop_abandono_em
2011;SP;;;3502200;85.84071;13.27434;0.8849558;86.86441;10.59322;2.542373;74.57832;23.49398;1.927711
2011;SP;;;3509452;0;0;0;90.09901;9.90099;0;79.06977;20.93023;0
2011;SP;;;3518503;0;0;0;92.10526;7.368421;0.5263158;81.79959;8.793456;9.406953
2011;SP;;;3522307;95.16129;4.545455;0.2932551;91.38659;7.144063;1.469346;78.44923;18.65005;2.900707
2011;SP;;;3535804;0;0;0;0;0;0;84.43272;13.06069;2.506596
2011;SP;;;3550209;0;0;0;91.76579;6.770357;1.463861;83.32053;12.99001;3.68947
2011;SP;;;3551108;97.56097;0;2.439024;95.06727;2.466368;2.466368;88.91455;9.468822;1.616628
2011;SP;;;3554003;0;0;0;85.5475;11.87601;2.576489;79.20567;15.6084;5.185935
2011;SP;;;3508009;0;0;0;0;0;0;85.75668;14.24332;0
2011;SP;;;3510203;0;0;0;94.06576;5.934242;0;86.85345;11.42241;1.724138
2011;SP;;;3522406;0;0;0;95;5;0;81.98175;14.92651;3.091738
2011;SP;;;3532827;0;0;0;0;0;0;84.22392;14.24936;1.526718
2011;SP;;;3543253;0;0;0;99.29245;0.7075472;0;98.83721;1.162791;0
2011;SP;;;3553856;0;0;0;0;0;0;78.79858;6.360424;14.84099
2011;SP;;;3505708;0;0;0;0;0;0;74.61918;12.35786;13.02296
2011;SP;;;3522505;0;0;0;84.0442;9.849114;6.106689;77.87708;11.3168;10.80613
2011;SP;;;3525003;0;0;0;82.60573;12.16462;5.22965;77.45854;14.01851;8.522946
2011;SP;;;3539103;0;0;0;0;0;0;76.07595;10.12658;13.79747
2011;SP;;;3523107;89.18074;10.19387;0.6253909;89.33849;7.926587;2.734926;77.36481;16.9808;5.654395
2011;SP;;;3539806;93.00518;6.735751;0.2590674;89.49408;8.729817;1.776103;77.11547;18.2567;4.627827
2011;SP;;;3505005;0;0;0;93.10345;6.465517;0.4310345;95.48387;4.516129;0
2011;SP;;;3507159;0;0;0;93.5567;4.381444;2.061856;80;8.936171;11.06383
2011;SP;;;3512605;83.33334;16.66667;0;93.33334;6.153846;0.5128205;79.01786;16.07143;4.910714
